person_id,total_minutes,matched_minutes,match_coverage_percent,share_anger,share_calm,share_energetic,share_fear,share_happy,share_joy,share_love,share_sad,share_sadness,share_surprise,emotional_diversity,weighted_valence
ama,189473.22641666667,103552.12278333333,54.652641294878244,0.09101074911217089,0.01498556709049998,0.03408494474534727,0.04215553609783258,0.07847852928137147,0.2981495022682029,0.03985458793508748,0.06295297342163757,0.3213585978624603,0.0169690121853895,5,
angie,152891.44605,16481.0296,10.779562902825983,0.02510097022902825,0.0014988869384713684,0.16865020576950687,0.002914681374032603,0.45839772453698324,0.042030316075236794,0.008417902483471058,0.26222403504046454,0.03006319257303359,0.0007020849797717332,3,
ken,184.1194,48.80586666666666,26.507726326865424,0.0,0.0,0.40807081935505024,0.0,0.4954626356394314,0.0,0.0,0.09646654500551848,0.0,0.0,3,
p1,5682.938016666667,3636.21785,63.984823331450436,0.047259072591960716,0.051904389245178664,0.024610502915825023,0.035734258881106366,0.09038908381135635,0.27874527649656633,0.042333130104768975,0.2104975870280526,0.21635290635845705,0.002173792566727907,5,
p2,86502.84955,51404.7025,59.42544409509571,0.06853407655975961,0.009159450927665616,0.03325968702312141,0.024942980654347722,0.13930166927172988,0.27109957141891183,0.04798929533732833,0.17417086987323777,0.21813580706291738,0.013406591870980417,5,
