person_id,master_metadata_track_name,master_metadata_album_artist_name,total_minutes,repeat_count,days_listened,playlist_share,first_listened,last_listened,peak_month
ama,Don't Dream It's Over,Sarah Blasko,359.1849833333334,86,74,1.0,2019-06-08 07:29:25+00:00,2025-10-24 07:20:00+00:00,2021-10
ama,Eternal Flame,The Bangles,355.25290000000007,114,102,0.15789473684210525,2016-09-25 06:06:17+00:00,2025-11-27 11:28:33+00:00,2018-07
ama,Fugitive,David Gray,353.8265666666666,163,137,0.656441717791411,2016-09-27 06:31:48+00:00,2025-11-02 01:46:44+00:00,2018-06
ama,You Do Something To Me,Paul Weller,350.2574333333333,139,117,0.4244604316546763,2016-09-25 08:33:00+00:00,2025-12-10 04:16:33+00:00,2018-06
ama,Step,Vampire Weekend,347.9119833333334,128,111,0.640625,2016-09-27 08:04:50+00:00,2025-11-27 10:30:42+00:00,2017-09
angie,心情電梯 (Live in summer),sodagreen,852.8723333333332,214,45,0.0,2022-02-18 12:10:46+00:00,2025-04-04 00:27:11+00:00,2022-02
angie,"如果可以 - 電影""月老""主題曲",WeiBird,801.9530333333332,189,50,0.0,2021-11-04 13:44:21+00:00,2026-04-10 07:18:04+00:00,2022-05
angie,國境之南,Fan Yi Chen,781.03915,214,37,0.0,2022-05-09 11:00:27+00:00,2026-04-13 05:33:55+00:00,2022-06
angie,懷疑愛,楊宇騰YU,691.8155333333333,257,61,0.0,2021-08-30 14:39:43+00:00,2025-11-24 20:45:59+00:00,2021-08
angie,命硬,Justin Lo,538.9676666666667,173,53,0.0,2021-09-15 20:39:59+00:00,2026-04-10 07:06:22+00:00,2021-09
angie,アイドル,YOASOBI,500.20233333333334,146,27,0.0,2023-10-13 12:54:30+00:00,2026-03-13 05:20:37+00:00,2023-10
angie,Mirror in the Heart,YU,446.91886666666676,92,43,0.0,2022-08-04 16:19:39+00:00,2026-03-12 20:56:31+00:00,2022-08
angie,身騎白馬,LaLa Hsu,396.35613333333333,83,67,0.0,2021-09-07 13:26:26+00:00,2026-04-13 22:13:42+00:00,2021-10
angie,大火,Jess Lee,390.69506666666655,78,61,0.0,2021-09-20 17:36:18+00:00,2026-04-01 22:31:29+00:00,2021-09
angie,失落沙洲,LaLa Hsu,389.5579333333334,89,73,0.0,2021-09-05 15:21:36+00:00,2026-04-12 21:33:21+00:00,2021-12
angie,Ref:rain,Aimer,363.71258333333344,86,68,0.0,2021-09-13 07:19:44+00:00,2026-04-10 06:59:17+00:00,2021-10
angie,喜歡你,LaLa Hsu,362.19876666666676,91,72,0.0,2021-09-05 15:23:37+00:00,2026-03-24 23:40:39+00:00,2021-10
angie,夠愛,Pets Tseng,355.02185,78,60,0.0,2021-09-01 01:05:45+00:00,2026-04-01 05:17:33+00:00,2021-12
angie,Thousand Years Tear,Tank,352.16831666666667,89,77,0.0,2021-09-12 19:20:49+00:00,2026-04-13 21:31:25+00:00,2022-11
angie,煎熬,Jess Lee,351.8648833333334,87,63,0.0,2021-09-21 21:14:17+00:00,2026-04-12 21:28:21+00:00,2021-10
angie,相信,sodagreen,350.54398333333336,55,46,0.0,2021-09-08 16:15:23+00:00,2026-04-10 07:13:29+00:00,2021-09
angie,茜さす,Aimer,338.8340833333334,66,59,0.0,2021-09-13 16:57:46+00:00,2025-08-20 21:39:16+00:00,2021-10
angie,Run Away,TZUYU,309.8271500000001,98,38,0.0,2025-01-20 12:58:01+00:00,2026-04-10 06:50:34+00:00,2025-01
angie,無與倫比的美麗,sodagreen,308.9718,69,54,0.0,2021-09-08 16:39:38+00:00,2025-11-06 00:17:29+00:00,2021-09
angie,Footprints,YU,298.7124333333333,67,25,0.0,2023-01-02 18:18:43+00:00,2025-12-21 00:33:06+00:00,2023-01
angie,庆幸有你爱我,Joi Chua,293.5405666666666,69,55,0.0,2021-10-20 15:19:43+00:00,2026-04-02 06:29:09+00:00,2021-12
angie,你在 不在,Amber Kuo,291.01655000000005,75,58,0.0,2021-09-14 18:58:42+00:00,2026-04-01 22:16:54+00:00,2021-10
angie,你啊你啊 - 電視劇「用九柑仔店」插曲,Waa Wei,279.53639999999996,55,44,0.0,2021-09-15 08:28:56+00:00,2025-09-08 09:30:06+00:00,2022-03
angie,SPL,JS,270.4681166666668,62,53,0.0,2021-09-13 17:16:34+00:00,2026-04-01 00:05:18+00:00,2022-11
angie,Leaves - The Rose Version,A-Sun,268.9616166666667,59,43,0.0,2021-09-20 16:09:54+00:00,2023-08-24 14:50:39+00:00,2021-09
angie,奢香夫人,凤凰传奇,268.86411666666663,64,14,0.0,2025-02-11 01:56:13+00:00,2026-04-01 20:24:15+00:00,2025-02
angie,小情歌,sodagreen,262.1318166666666,69,50,0.0,2021-09-07 18:38:42+00:00,2025-12-15 02:10:26+00:00,2022-04
angie,慢慢等,WeiBird,258.89405000000005,75,55,0.0,2021-10-13 14:39:43+00:00,2025-12-11 04:27:03+00:00,2021-10
angie,Wherever you are,ONE OK ROCK,256.5512,59,42,0.0,2021-09-12 19:32:31+00:00,2026-04-13 05:35:15+00:00,2021-10
angie,六等星の夜 Magic Blue ver.,Aimer,255.8770166666667,50,36,0.0,2021-09-13 16:56:20+00:00,2025-03-12 21:20:12+00:00,2021-10
angie,一個人想著一個人,Pets Tseng,254.59108333333333,70,53,0.0,2021-09-01 00:52:08+00:00,2026-03-29 22:22:58+00:00,2021-09
angie,Single,Shadya Lan,253.80818333333332,64,54,0.0,2021-09-05 15:10:58+00:00,2025-10-29 05:41:07+00:00,2022-04
angie,我好想你,sodagreen,253.57233333333335,59,46,0.0,2021-09-07 17:44:21+00:00,2025-10-30 00:02:09+00:00,2021-10
angie,彼個所在,Waa Wei,253.09936666666667,55,41,0.0,2021-09-19 15:14:31+00:00,2026-03-18 13:50:44+00:00,2021-10
angie,不過失去了一點點 - 八大《終極惡女》片尾曲,Pets Tseng,251.12153333333336,53,43,0.0,2021-09-01 01:10:49+00:00,2025-08-19 06:24:57+00:00,2021-10
angie,会いたくて 会いたくて,Kana Nishino,251.06176666666667,56,42,0.0,2021-09-12 19:21:10+00:00,2025-11-24 22:29:11+00:00,2021-10
angie,九万字,黄诗扶,249.5532333333334,67,39,0.0,2021-11-29 00:52:22+00:00,2026-04-10 06:54:27+00:00,2022-02
angie,Sora to ao,Leo Ieiri,248.32983333333334,66,44,0.0,2021-08-30 19:47:49+00:00,2026-03-13 05:14:46+00:00,2021-09
angie,該忘了,Amber Kuo,247.93505,62,47,0.0,2021-09-14 19:01:22+00:00,2026-04-12 21:50:06+00:00,2022-04
angie,你被寫在我的歌裡,sodagreen,247.91743333333338,60,46,0.0,2021-09-08 11:31:45+00:00,2025-11-27 01:21:05+00:00,2021-09
angie,塵埃,Jia Jia,246.87433333333334,49,36,0.0,2021-09-20 17:30:54+00:00,2025-11-25 05:50:10+00:00,2021-09
angie,放生,Fan Yi Chen,244.76576666666665,58,43,0.0,2021-09-19 14:41:28+00:00,2025-10-30 06:34:43+00:00,2021-12
angie,人質,A-Mei Chang,234.93776666666668,67,53,0.0,2021-09-15 12:33:15+00:00,2026-03-25 20:55:46+00:00,2022-04
angie,在你和天空之間,趙之璧,233.94543333333334,49,45,0.0,2021-11-08 08:54:45+00:00,2025-12-03 05:49:48+00:00,2021-11
angie,追追追 - Live,sodagreen,233.91366666666661,51,40,0.0,2021-09-07 12:48:07+00:00,2025-11-07 00:54:16+00:00,2021-09
angie,數不盡的星空,Pets Tseng,232.84796666666665,55,41,0.0,2021-09-02 00:07:01+00:00,2026-03-25 19:54:10+00:00,2021-12
angie,也可以,Janice Yan,231.9432833333333,54,47,0.0,2022-04-11 06:18:04+00:00,2026-04-12 21:54:40+00:00,2023-06
angie,幸福了 然後呢,A-Lin,229.22800000000004,49,39,0.0,2021-09-20 19:24:30+00:00,2026-03-28 10:06:17+00:00,2021-10
angie,粉雪,Remioromen,228.88883333333334,49,37,0.0,2021-08-30 20:03:16+00:00,2025-08-25 21:18:09+00:00,2021-10
angie,純情,Leo Ieiri,227.22614999999996,68,49,0.0,2021-09-02 02:39:37+00:00,2025-08-12 06:26:09+00:00,2021-09
ken,Stellar Stellar,Hoshimachi Suisei,12.388483333333333,3,2,0.0,2021-12-03 03:01:34+00:00,2023-02-27 15:41:44+00:00,2021-12
ken,Ichido dakeno Koi nara,ワルキューレ,8.424433333333333,2,1,0.0,2021-12-03 03:35:10+00:00,2021-12-03 04:01:15+00:00,2021-12
ken,未来は風のように,Liella!,5.9268833333333335,3,2,0.0,2021-12-03 02:48:47+00:00,2021-12-19 10:24:08+00:00,2021-12
ken,GHOST,Hoshimachi Suisei,5.414916666666667,2,1,0.0,2021-12-03 03:06:18+00:00,2021-12-03 03:18:58+00:00,2021-12
ken,始まりは君の空,Liella!,5.031166666666667,1,1,0.0,2021-12-19 10:20:00+00:00,2021-12-19 10:20:00+00:00,2021-12
ken,未来予報ハレルヤ！,Liella!,4.961416666666667,2,1,0.0,2021-12-19 09:45:59+00:00,2021-12-19 10:35:21+00:00,2021-12
ken,Ikenai Borderline,ワルキューレ,4.716,1,1,0.0,2021-12-03 03:57:03+00:00,2021-12-03 03:57:03+00:00,2021-12
ken,Ikenai Borderline -album version-,ワルキューレ,4.66155,1,1,0.0,2021-12-03 03:30:47+00:00,2021-12-03 03:30:47+00:00,2021-12
ken,Ensemble for Polaris,エステラ(Vo.六花),4.637933333333334,2,1,0.0,2021-12-19 09:26:45+00:00,2021-12-19 09:31:39+00:00,2021-12
ken,Ordinary days,milet,4.5131,1,1,0.0,2023-02-27 15:12:20+00:00,2023-02-27 15:12:20+00:00,2023-02
ken,バブル,Shonan No Kaze,4.442066666666666,1,1,0.0,2023-02-27 15:24:36+00:00,2023-02-27 15:24:36+00:00,2023-02
ken,M八七,Kenshi Yonezu,4.3853333333333335,1,1,0.0,2023-02-27 15:03:41+00:00,2023-02-27 15:03:41+00:00,2023-02
ken,絶体絶命,EGOIST,4.378416666666666,1,1,0.0,2021-12-03 03:46:24+00:00,2021-12-03 03:46:24+00:00,2021-12
ken,Oratio Super Oblata - Praefatio - Sanctus Xii,Gregorian Chant,4.356133333333333,1,1,0.0,2025-05-12 13:20:53+00:00,2025-05-12 13:20:53+00:00,2025-05
ken,秒針を噛む,ZUTOMAYO,4.346666666666667,1,1,0.0,2023-02-27 15:36:46+00:00,2023-02-27 15:36:46+00:00,2023-02
ken,Daisy (Remaster for 星の消えた夜に 2022),Aimer,4.340433333333333,1,1,0.0,2023-02-27 15:32:25+00:00,2023-02-27 15:32:25+00:00,2023-02
ken,Love Triangle,DiverDiva,4.222883333333334,1,1,0.0,2021-12-12 09:10:47+00:00,2021-12-12 09:10:47+00:00,2021-12
ken,ワタリドリ,[Alexandros],4.1451,1,1,0.0,2023-02-27 15:19:46+00:00,2023-02-27 15:19:46+00:00,2023-02
ken,Mela!,Ryokuoushoku Shakai,4.034433333333333,1,1,0.0,2023-02-27 15:07:49+00:00,2023-02-27 15:07:49+00:00,2023-02
ken,START!! True dreams,Liella!,4.021983333333333,1,1,0.0,2021-12-19 10:28:10+00:00,2021-12-19 10:28:10+00:00,2021-12
ken,Fire Bird,朝香果林 (CV.久保田未夢),3.95,1,1,0.0,2021-12-03 03:24:02+00:00,2021-12-03 03:24:02+00:00,2021-12
ken,Seikan Hiko,Ranka Lee = Megumi Nakajima,3.8537,1,1,0.0,2021-12-03 03:39:01+00:00,2021-12-03 03:39:01+00:00,2021-12
ken,Lion,May'n,3.745433333333333,1,1,0.0,2021-12-03 04:48:49+00:00,2021-12-03 04:48:49+00:00,2021-12
ken,I Believe In Us (Arknights Soundtrack),Reigan,3.486666666666667,1,1,0.0,2021-12-03 03:51:45+00:00,2021-12-03 03:51:45+00:00,2021-12
ken,カタオモイ,Aimer,3.456,1,1,0.0,2023-02-27 15:28:04+00:00,2023-02-27 15:28:04+00:00,2023-02
